Study_Code,Sample_ID,Date,StartMeasureTime,StopMeasureTime,M1_DO_mg_per_L,M2_DO_mg_per_L,M3_DO_mg_per_L,AVG_DO_mg_per_L,Temperature_degreesC
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,11:30:00 AM,11:30:00 AM,7.27,7.3,7.27,7.28,21.2
WHONDRS_S19S,S19S_0066_SED_INC-M,8/21/2019,9:29:00 AM,9:30:00 AM,2.43,2.39,2.33,2.38,20.9
WHONDRS_S19S,S19S_0066_SED_INC-M,8/21/2019,9:30:00 AM,9:31:00 AM,1.27,1.23,1.16,1.22,20.9
WHONDRS_S19S,S19S_0066_SED_INC-M,8/21/2019,9:31:00 AM,9:31:00 AM,0.48,0.46,0.43,0.46,20.9
WHONDRS_S19S,S19S_0066_SED_INC-U,8/21/2019,9:32:00 AM,9:32:00 AM,1.75,1.65,1.51,1.64,20.9
WHONDRS_S19S,S19S_0066_SED_INC-U,8/21/2019,9:33:00 AM,9:33:00 AM,1,0.91,0.83,0.91,21.1
WHONDRS_S19S,S19S_0066_SED_INC-U,8/21/2019,9:33:00 AM,9:33:00 AM,0.45,0.39,0.35,0.4,21.1
WHONDRS_S19S,S19S_0067_SED_INC-D,8/15/2019,10:36:00 AM,10:36:00 AM,5.85,5.77,5.72,5.78,21.3
WHONDRS_S19S,S19S_0067_SED_INC-D,8/15/2019,10:37:00 AM,10:37:00 AM,4.41,4.38,4.37,4.39,21.3
WHONDRS_S19S,S19S_0067_SED_INC-M,8/15/2019,8:56:00 AM,8:56:00 AM,2.79,2.79,2.71,2.76,20.9
WHONDRS_S19S,S19S_0067_SED_INC-M,8/15/2019,8:57:00 AM,8:57:00 AM,2.16,2.16,2.08,2.13,20.9
WHONDRS_S19S,S19S_0067_SED_INC-U,8/15/2019,10:32:00 AM,10:33:00 AM,2.42,2.28,2.12,2.27,21.5
WHONDRS_S19S,S19S_0067_SED_INC-U,8/15/2019,10:33:00 AM,10:33:00 AM,1.25,1.17,1.07,1.16,21.1
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,10:52:00 AM,10:52:00 AM,8.73,8.73,8.73,8.73,21.1
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,11:06:00 AM,11:06:00 AM,9.63,9.61,9.6,9.61,21.2
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,11:21:00 AM,11:21:00 AM,9.53,9.53,9.51,9.52,21.3
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,11:35:00 AM,11:35:00 AM,9.41,9.42,9.43,9.42,21.2
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,12:05:00 PM,12:05:00 PM,9.37,9.33,9.31,9.34,21.1
WHONDRS_S19S,S19S_0068_SED_INC-M,8/15/2019,12:17:00 PM,12:17:00 PM,9.24,9.24,9.24,9.24,20.7
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,10:47:00 AM,10:48:00 AM,8.46,8.44,8.4,8.43,21.6
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,10:58:00 AM,10:59:00 AM,8.28,8.28,8.29,8.28,21.4
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,11:11:00 AM,11:11:00 AM,8.05,8.04,8.04,8.04,21.7
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,11:24:00 AM,11:24:00 AM,7.99,8,8,8,21.5
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,11:42:00 AM,11:42:00 AM,7.68,7.69,7.68,7.68,21.4
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,12:00:00 PM,12:00:00 PM,7.43,7.41,7.4,7.41,21.3
WHONDRS_S19S,S19S_0068_SED_INC-U,8/15/2019,12:15:00 PM,12:15:00 PM,7.13,7.17,7.2,7.17,21
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,10:15:00 AM,10:15:00 AM,8.57,8.63,8.64,8.61,20.8
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,10:29:00 AM,10:29:00 AM,8.63,8.69,8.69,8.67,20.8
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,10:42:00 AM,10:42:00 AM,8.47,8.45,8.42,8.45,21.4
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,10:54:00 AM,10:54:00 AM,8.4,8.44,8.44,8.43,21
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,11:22:00 AM,11:22:00 AM,8.27,8.25,8.22,8.25,21.4
WHONDRS_S19S,S19S_0069_SED_INC-D,8/15/2019,11:52:00 AM,11:53:00 AM,8.18,8.21,8.21,8.2,20.7
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,8:08:00 AM,8:09:00 AM,8.79,8.79,8.8,8.79,21.4
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,8:24:00 AM,8:25:00 AM,8.75,8.73,8.7,8.73,21.3
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,8:40:00 AM,8:40:00 AM,8.46,8.45,8.49,8.47,21.3
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,8:59:00 AM,8:59:00 AM,8.48,8.5,8.45,8.48,21.1
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,9:09:00 AM,9:09:00 AM,8.29,8.31,8.34,8.31,21.3
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,9:16:00 AM,9:17:00 AM,8.39,8.42,8.45,8.42,21.1
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,9:34:00 AM,9:34:00 AM,8.3,8.26,8.25,8.27,21.5
WHONDRS_S19S,S19S_0069_SED_INC-M,8/15/2019,10:03:00 AM,10:03:00 AM,8.19,8.19,8.15,8.18,21.2
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,8:11:00 AM,8:12:00 AM,8.75,8.71,8.73,8.73,21.5
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,8:23:00 AM,8:23:00 AM,8.76,8.74,8.71,8.74,21.2
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,8:37:00 AM,8:38:00 AM,8.56,8.54,8.51,8.54,21.2
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,8:54:00 AM,8:54:00 AM,8.23,8.2,8.17,8.2,21.4
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,9:07:00 AM,9:07:00 AM,8.2,8.18,8.16,8.18,21.4
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,9:27:00 AM,9:27:00 AM,8.68,8.6,8.58,8.62,21.1
WHONDRS_S19S,S19S_0069_SED_INC-U,8/15/2019,9:44:00 AM,9:45:00 AM,7.89,7.87,7.88,7.88,21.2
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,10:12:00 AM,10:12:00 AM,8.76,8.78,8.77,8.77,20.8
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,10:28:00 AM,10:28:00 AM,8.82,8.82,8.78,8.81,21.2
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,10:41:00 AM,10:41:00 AM,8.63,8.67,8.66,8.65,21.2
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,10:53:00 AM,10:53:00 AM,8.4,8.46,8.46,8.44,21.1
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,11:23:00 AM,11:23:00 AM,8.28,8.29,8.28,8.28,21.4
WHONDRS_S19S,S19S_0070_SED_INC-D,8/15/2019,11:53:00 AM,11:54:00 AM,8.06,8.05,8.04,8.05,20.9
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,10:02:00 AM,10:02:00 AM,8.57,8.57,8.6,8.58,20.8
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,10:10:00 AM,10:10:00 AM,8.58,8.55,8.55,8.56,21.3
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,10:26:00 AM,10:26:00 AM,8.7,8.62,8.63,8.65,21
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,10:39:00 AM,10:39:00 AM,8.42,8.44,8.45,8.44,21
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,11:16:00 AM,11:16:00 AM,7.99,7.99,7.95,7.98,21.2
WHONDRS_S19S,S19S_0070_SED_INC-M,8/15/2019,11:46:00 AM,11:47:00 AM,7.74,7.74,7.76,7.75,20.6
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,8:14:00 AM,8:15:00 AM,8.68,8.68,8.72,8.69,21.3
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,8:24:00 AM,8:24:00 AM,8.55,8.56,8.6,8.57,21.1
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,8:38:00 AM,8:39:00 AM,8.19,8.22,8.23,8.21,21
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,8:55:00 AM,8:55:00 AM,7.83,7.84,7.82,7.83,21.1
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,9:10:00 AM,9:10:00 AM,7.52,7.55,7.55,7.54,21.3
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,9:17:00 AM,9:17:00 AM,7.48,7.47,7.44,7.46,21.5
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,9:34:00 AM,9:35:00 AM,7.28,7.29,7.32,7.3,21
WHONDRS_S19S,S19S_0070_SED_INC-U,8/15/2019,10:02:00 AM,10:02:00 AM,6.87,6.89,6.85,6.87,21.5
WHONDRS_S19S,S19S_0071_SED_INC-D,8/15/2019,7:58:00 AM,7:58:00 AM,8.64,8.64,8.6,8.63,21.2
WHONDRS_S19S,S19S_0071_SED_INC-D,8/15/2019,8:07:00 AM,8:07:00 AM,6.44,6.43,6.4,6.42,21.5
WHONDRS_S19S,S19S_0071_SED_INC-D,8/15/2019,8:21:00 AM,8:21:00 AM,2.84,3.1,3.36,3.1,21
WHONDRS_S19S,S19S_0071_SED_INC-M,8/15/2019,10:30:00 AM,10:30:00 AM,7.16,7.12,7.1,7.13,21.1
WHONDRS_S19S,S19S_0071_SED_INC-M,8/15/2019,10:44:00 AM,10:44:00 AM,1.08,1.31,1.36,1.25,21.1
WHONDRS_S19S,S19S_0071_SED_INC-U,8/15/2019,10:19:00 AM,10:19:00 AM,8.33,8.33,8.35,8.34,20.8
WHONDRS_S19S,S19S_0071_SED_INC-U,8/15/2019,10:31:00 AM,10:31:00 AM,7.03,6.99,6.97,7,21.3
WHONDRS_S19S,S19S_0071_SED_INC-U,8/15/2019,10:43:00 AM,10:43:00 AM,6,5.98,5.94,5.97,21
WHONDRS_S19S,S19S_0071_SED_INC-U,8/15/2019,10:55:00 AM,10:55:00 AM,5.25,5.15,5.11,5.17,21.3
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,10:33:00 AM,10:33:00 AM,8.69,8.67,8.67,8.68,21.2
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,10:45:00 AM,10:45:00 AM,8.16,8.16,8.13,8.15,21.2
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,10:59:00 AM,10:59:00 AM,7.77,7.8,7.77,7.78,21.4
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,11:13:00 AM,11:13:00 AM,6.85,6.99,6.99,6.94,21.1
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,11:43:00 AM,11:43:00 AM,7.13,7.13,7.09,7.12,21.3
WHONDRS_S19S,S19S_0072_SED_INC-D,8/15/2019,12:14:00 PM,12:14:00 PM,6.87,6.87,6.81,6.85,20.7
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,7:51:00 AM,7:52:00 AM,9.13,9.15,9.09,9.12,21.2
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,8:06:00 AM,8:06:00 AM,8.65,8.66,8.7,8.67,21.2
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,8:20:00 AM,8:20:00 AM,8.35,8.33,8.3,8.33,21.5
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,8:37:00 AM,8:37:00 AM,7.93,7.97,7.98,7.96,21.3
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,8:53:00 AM,8:53:00 AM,7.7,7.67,7.66,7.68,21.5
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,9:05:00 AM,9:06:00 AM,7.78,7.76,7.8,7.78,21.5
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,9:26:00 AM,9:26:00 AM,7.15,7.19,7.17,7.17,21.3
WHONDRS_S19S,S19S_0072_SED_INC-M,8/15/2019,9:45:00 AM,9:46:00 AM,6.93,6.91,6.94,6.93,21.2
WHONDRS_S19S,S19S_0072_SED_INC-U,8/15/2019,7:55:00 AM,7:55:00 AM,8.43,8.4,8.37,8.4,21.3
WHONDRS_S19S,S19S_0072_SED_INC-U,8/15/2019,8:07:00 AM,8:08:00 AM,6.76,6.75,6.74,6.75,21.1
WHONDRS_S19S,S19S_0072_SED_INC-U,8/15/2019,8:22:00 AM,8:22:00 AM,5.4,5.41,5.41,5.41,21.4
WHONDRS_S19S,S19S_0073_SED_INC-D,8/15/2019,10:49:00 AM,10:50:00 AM,7.26,7.21,7.18,7.22,21.6
WHONDRS_S19S,S19S_0073_SED_INC-D,8/15/2019,10:57:00 AM,10:58:00 AM,4.48,4.49,4.48,4.48,21.4
WHONDRS_S19S,S19S_0073_SED_INC-D,8/15/2019,10:47:00 AM,10:47:00 AM,7.27,7.22,7.2,7.23,21.1
WHONDRS_S19S,S19S_0073_SED_INC-D,8/15/2019,11:01:00 AM,11:01:00 AM,1.23,1.03,1.03,1.1,21.1
WHONDRS_S19S,S19S_0073_SED_INC-M,8/15/2019,10:50:00 AM,10:50:00 AM,6.66,6.62,6.62,6.63,21.2
WHONDRS_S19S,S19S_0073_SED_INC-M,8/15/2019,11:05:00 AM,11:05:00 AM,0.65,0.48,0.43,0.52,21.3
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,8:05:00 AM,8:05:00 AM,8.74,8.79,8.75,8.76,21.1
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,8:20:00 AM,8:20:00 AM,8.37,8.35,8.36,8.36,20.9
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,8:34:00 AM,8:35:00 AM,7.89,7.9,7.92,7.9,20.8
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,8:50:00 AM,8:50:00 AM,7.33,7.32,7.35,7.33,21.1
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,9:03:00 AM,9:03:00 AM,6.95,6.99,7.02,6.99,20.8
WHONDRS_S19S,S19S_0074_SED_INC-D,8/7/2019,9:59:00 AM,9:59:00 AM,5.59,5.57,5.56,5.57,21
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,8:07:00 AM,8:08:00 AM,8.59,8.61,8.64,8.61,21.1
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,8:21:00 AM,8:22:00 AM,8.11,8.14,8.17,8.14,21.1
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,8:41:00 AM,8:42:00 AM,7.5,7.52,7.59,7.54,21
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,8:55:00 AM,8:55:00 AM,7.24,7.22,7.24,7.23,21.4
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,9:05:00 AM,9:05:00 AM,7.05,7.03,6.99,7.02,21.5
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,9:31:00 AM,9:31:00 AM,6.44,6.48,6.46,6.46,21.2
WHONDRS_S19S,S19S_0074_SED_INC-M,8/7/2019,10:03:00 AM,10:03:00 AM,8.87,5.86,5.85,6.86,21.5
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,8:05:00 AM,8:05:00 AM,8.73,8.78,8.8,8.77,21.3
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,8:20:00 AM,8:23:00 AM,8.15,8.18,8.18,8.17,21.1
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,8:40:00 AM,8:40:00 AM,7.42,7.42,7.43,7.42,21.1
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,8:54:00 AM,8:54:00 AM,6.94,6.95,6.95,6.95,21.4
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,9:04:00 AM,9:04:00 AM,6.69,6.69,6.73,6.7,21.3
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,9:30:00 AM,9:30:00 AM,6.23,6.25,6.25,6.24,21.2
WHONDRS_S19S,S19S_0074_SED_INC-U,8/7/2019,10:00:00 AM,10:00:00 AM,5.52,5.51,5.5,5.51,21.2
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,10:03:00 AM,10:03:00 AM,8.21,8.21,8.21,8.21,21.5
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,10:17:00 AM,10:17:00 AM,7.74,7.76,7.77,7.76,21.3
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,10:32:00 AM,10:32:00 AM,7.29,7.29,7.3,7.29,21.5
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,10:46:00 AM,10:47:00 AM,7.02,7,6.98,7,21.5
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,11:04:00 AM,11:04:00 AM,6.64,6.67,6.65,6.65,21.1
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,11:31:00 AM,11:32:00 AM,6.19,6.2,6.22,6.2,20.8
WHONDRS_S19S,S19S_0075_SED_INC-D,8/8/2019,11:43:00 AM,11:44:00 AM,5.89,5.87,5.85,5.87,21.4
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,10:32:00 AM,10:33:00 AM,8.51,8.55,8.56,8.54,20.9
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,10:49:00 AM,10:50:00 AM,8.95,8.99,8.99,8.98,21.1
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,11:09:00 AM,11:09:00 AM,9,9,9.01,9,20.7
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,11:25:00 AM,11:25:00 AM,8.82,8.83,8.83,8.83,21.1
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,11:45:00 AM,11:45:00 AM,8.75,8.74,8.77,8.75,20.8
WHONDRS_S19S,S19S_0075_SED_INC-M,8/8/2019,12:30:00 PM,12:30:00 PM,8.25,8.2,8.2,8.22,21.2
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,10:35:00 AM,10:35:00 AM,8.45,8.45,8.48,8.46,21.1
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,10:48:00 AM,10:49:00 AM,8.89,8.9,8.94,8.91,21
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,11:11:00 AM,11:12:00 AM,8.7,8.7,8.75,8.72,21
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,11:26:00 AM,11:26:00 AM,8.72,8.7,8.68,8.7,21
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,11:46:00 AM,11:46:00 AM,8.35,8.34,8.37,8.35,21
WHONDRS_S19S,S19S_0075_SED_INC-U,8/8/2019,12:31:00 PM,12:31:00 PM,7.84,7.87,7.87,7.86,20.7
WHONDRS_S19S,S19S_0076_SED_INC-D,8/8/2019,10:37:00 AM,10:37:00 AM,8.25,8.26,8.24,8.25,20.9
WHONDRS_S19S,S19S_0076_SED_INC-D,8/8/2019,10:48:00 AM,10:48:00 AM,7.1,7.08,7.09,7.09,20.9
WHONDRS_S19S,S19S_0076_SED_INC-D,8/8/2019,11:12:00 AM,11:12:00 AM,5.31,5.23,5.23,5.26,20.9
WHONDRS_S19S,S19S_0076_SED_INC-M,8/8/2019,10:07:00 AM,10:08:00 AM,7.99,7.98,7.98,7.98,21.5
WHONDRS_S19S,S19S_0076_SED_INC-M,8/8/2019,10:20:00 AM,10:20:00 AM,6.86,6.88,6.87,6.87,21.5
WHONDRS_S19S,S19S_0076_SED_INC-M,8/8/2019,10:33:00 AM,10:34:00 AM,6.08,6.07,6.07,6.07,21.4
WHONDRS_S19S,S19S_0076_SED_INC-M,8/8/2019,10:47:00 AM,10:48:00 AM,5.33,5.34,5.37,5.35,21.1
WHONDRS_S19S,S19S_0076_SED_INC-U,8/8/2019,10:05:00 AM,10:06:00 AM,7.48,7.52,7.53,7.51,21.2
WHONDRS_S19S,S19S_0076_SED_INC-U,8/8/2019,10:18:00 AM,10:18:00 AM,6,5.98,5.96,5.98,21.5
WHONDRS_S19S,S19S_0077_SED_INC-D,8/21/2019,9:36:00 AM,9:36:00 AM,8.26,8.3,8.31,8.29,20.9
WHONDRS_S19S,S19S_0077_SED_INC-D,8/21/2019,9:50:00 AM,9:50:00 AM,7.77,7.76,7.75,7.76,21.1
WHONDRS_S19S,S19S_0077_SED_INC-D,8/21/2019,10:01:00 AM,10:01:00 AM,7.54,7.54,7.51,7.53,21
WHONDRS_S19S,S19S_0077_SED_INC-D,8/21/2019,10:36:00 AM,10:36:00 AM,6.73,6.63,6.66,6.67,20.9
WHONDRS_S19S,S19S_0077_SED_INC-D,8/21/2019,11:04:00 AM,11:04:00 AM,5.75,5.71,5.69,5.72,21
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,9:32:00 AM,9:33:00 AM,8.65,8.6,8.58,8.61,21.5
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,9:46:00 AM,9:46:00 AM,8.47,8.43,8.46,8.45,21.1
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,10:01:00 AM,10:01:00 AM,8.02,8.04,8.11,8.06,21.3
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,10:16:00 AM,10:16:00 AM,7.78,7.82,7.77,7.79,21.2
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,10:30:00 AM,10:30:00 AM,7.51,7.52,7.48,7.5,21.5
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,11:03:00 AM,11:03:00 AM,6.84,6.88,6.86,6.86,21
WHONDRS_S19S,S19S_0077_SED_INC-M,8/21/2019,11:32:00 AM,11:32:00 AM,6.16,6.15,6.18,6.16,21.2
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,9:36:00 AM,9:36:00 AM,8.54,8.57,8.55,8.55,21.3
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,9:48:00 AM,9:48:00 AM,8.15,8.17,8.2,8.17,21.2
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,10:01:00 AM,10:02:00 AM,7.99,7.96,7.95,7.97,21.3
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,10:18:00 AM,10:18:00 AM,7.35,7.33,7.34,7.34,21.4
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,10:29:00 AM,10:29:00 AM,6.91,6.9,6.92,6.91,21.5
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,11:04:00 AM,11:04:00 AM,6.1,6.1,6.09,6.1,21.3
WHONDRS_S19S,S19S_0077_SED_INC-U,8/21/2019,11:31:00 AM,11:31:00 AM,5.55,5.57,5.55,5.56,21.3
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,8:17:00 AM,8:17:00 AM,8.57,8.56,8.58,8.57,21.2
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,8:31:00 AM,8:31:00 AM,8.18,8.2,8.21,8.2,21.2
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,8:46:00 AM,8:47:00 AM,7.93,7.93,7.9,7.92,21.2
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,8:59:00 AM,8:59:00 AM,7.62,7.6,7.62,7.61,21.1
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,9:10:00 AM,9:10:00 AM,7.51,7.49,7.47,7.49,21.1
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,9:32:00 AM,9:33:00 AM,7.12,7.05,7.07,7.08,21.5
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,9:46:00 AM,9:46:00 AM,6.86,6.86,6.88,6.87,21.4
WHONDRS_S19S,S19S_0080_SED_INC-D,8/22/2019,10:13:00 AM,10:13:00 AM,6.62,6.61,6.61,6.61,21.4
WHONDRS_S19S,S19S_0080_SED_INC-M,8/22/2019,8:19:00 AM,8:19:00 AM,8.3,8.33,8.29,8.31,21.1
WHONDRS_S19S,S19S_0080_SED_INC-M,8/22/2019,8:32:00 AM,8:32:00 AM,6.78,6.73,6.7,6.74,21.5
WHONDRS_S19S,S19S_0080_SED_INC-M,8/22/2019,8:45:00 AM,8:46:00 AM,5.52,5.53,5.55,5.53,21.4
WHONDRS_S19S,S19S_0080_SED_INC-U,8/22/2019,8:16:00 AM,8:16:00 AM,7.45,7.42,7.39,7.42,21
WHONDRS_S19S,S19S_0080_SED_INC-U,8/22/2019,8:31:00 AM,8:31:00 AM,5,4.45,4.45,4.63,21.2
WHONDRS_S19S,S19S_0081_SED_INC-U,8/22/2019,9:45:00 AM,9:45:00 AM,8.4,8.38,8.35,8.38,21.5
WHONDRS_S19S,S19S_0081_SED_INC-U,8/22/2019,10:01:00 AM,10:02:00 AM,6.34,6.33,6.3,6.32,21.5
WHONDRS_S19S,S19S_0081_SED_INC-U,8/22/2019,10:18:00 AM,10:18:00 AM,4.85,4.83,4.85,4.84,21.2
WHONDRS_S19S,S19S_0082_SED_INC-D,8/22/2019,8:33:00 AM,8:34:00 AM,7.88,7.84,7.83,7.85,21.5
WHONDRS_S19S,S19S_0082_SED_INC-D,8/22/2019,9:00:00 AM,9:00:00 AM,2.62,2.7,2.74,2.69,21.2
WHONDRS_S19S,S19S_0082_SED_INC-M,8/22/2019,8:37:00 AM,8:38:00 AM,8.09,8.1,8.05,8.08,21.1
WHONDRS_S19S,S19S_0082_SED_INC-M,8/22/2019,9:02:00 AM,9:02:00 AM,4.06,4.06,4.05,4.06,21.1
WHONDRS_S19S,S19S_0082_SED_INC-U,8/22/2019,8:35:00 AM,8:35:00 AM,7.01,7.02,7.02,7.02,20.8
WHONDRS_S19S,S19S_0082_SED_INC-U,8/22/2019,8:50:00 AM,8:50:00 AM,0.04,0.03,0.03,0.03,21
WHONDRS_S19S,S19S_0083_SED_INC-D,8/22/2019,8:05:00 AM,8:05:00 AM,8.55,8.52,8.51,8.53,20.9
WHONDRS_S19S,S19S_0083_SED_INC-D,8/22/2019,8:15:00 AM,8:15:00 AM,8.19,8.07,8,8.09,20.9
WHONDRS_S19S,S19S_0083_SED_INC-D,8/22/2019,8:30:00 AM,8:30:00 AM,6.8,6.83,6.82,6.82,20.9
WHONDRS_S19S,S19S_0083_SED_INC-D,8/22/2019,8:44:00 AM,8:44:00 AM,5.5,5.51,5.49,5.5,21
WHONDRS_S19S,S19S_0083_SED_INC-M,8/22/2019,8:01:00 AM,8:02:00 AM,8.19,8.23,8.21,8.21,20.9
WHONDRS_S19S,S19S_0083_SED_INC-M,8/22/2019,8:14:00 AM,8:14:00 AM,6.33,6.2,6.2,6.24,21.2
WHONDRS_S19S,S19S_0083_SED_INC-M,8/22/2019,8:29:00 AM,8:29:00 AM,4.87,4.79,4.71,4.79,21
WHONDRS_S19S,S19S_0083_SED_INC-U,8/22/2019,8:05:00 AM,8:05:00 AM,7.55,7.57,7.56,7.56,21.5
