#Samples have International Geo Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Other_Names,Locality_Description,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
CM_043_Sediment,10.58052/IEWDR01UX,10.58052/IEWDR01U5,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,38.984876,-94.973106,stream,Kansas River,MP-102063,N/A,In stream site,United States,Kansas,DeSoto,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amy Burgin, 2022-12-19,https://whondrs.pnnl.gov,regular URL
CM_043_Water,10.58052/IEWDR01UY,10.58052/IEWDR01U5,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,38.984876,-94.973106,stream,Kansas River,MP-102063,N/A,In stream site,United States,Kansas,DeSoto,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amy Burgin, 2022-12-19,https://whondrs.pnnl.gov,regular URL
CM_044_RNA,10.58052/IEWDR01UZ,10.58052/IEWDR01U6,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,42.47158,-72.33026,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_044_Sediment,10.58052/IEWDR01V0,10.58052/IEWDR01U6,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,42.47158,-72.33026,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_044_Water,10.58052/IEWDR01V1,10.58052/IEWDR01U6,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,42.47158,-72.33026,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ryan Williams, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_045_RNA,10.58052/IEWDR01V2,10.58052/IEWDR01U6,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,42.47173,-72.3303,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Juliana Webber, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_045_Sediment,10.58052/IEWDR01V3,10.58052/IEWDR01U6,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,42.47173,-72.3303,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Juliana Webber, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_045_Water,10.58052/IEWDR01V4,10.58052/IEWDR01U6,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,42.47173,-72.3303,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Juliana Webber, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_046_RNA,10.58052/IEWDR01V5,10.58052/IEWDR01U6,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,42.47168,-72.33038,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kristin Godfrey, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_046_Sediment,10.58052/IEWDR01V6,10.58052/IEWDR01U6,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,42.47168,-72.33038,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kristin Godfrey, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_046_Water,10.58052/IEWDR01V7,10.58052/IEWDR01U6,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,42.47168,-72.33038,stream,Hop Brook,HOPB,N/A,In stream site,United States,Massachusetts,New Salem,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Kristin Godfrey, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_050_RNA,10.58052/IEWDR01V8,10.58052/IEWDR01U7,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,45.79232,-121.92941,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Chris Burton, 2022-11-28,https://whondrs.pnnl.gov,regular URL
CM_050_Sediment,10.58052/IEWDR01V9,10.58052/IEWDR01U7,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,45.79232,-121.92941,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Chris Burton, 2022-11-28,https://whondrs.pnnl.gov,regular URL
CM_050_Water,10.58052/IEWDR01VA,10.58052/IEWDR01U7,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,45.79232,-121.92941,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Chris Burton, 2022-11-28,https://whondrs.pnnl.gov,regular URL
CM_051_RNA,10.58052/IEWDR01VB,10.58052/IEWDR01U7,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,45.792427,-121.928947,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Carson,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-01-24,https://whondrs.pnnl.gov,regular URL
CM_051_Sediment,10.58052/IEWDR01VC,10.58052/IEWDR01U7,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,45.792427,-121.928947,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Carson,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-01-24,https://whondrs.pnnl.gov,regular URL
CM_051_Water,10.58052/IEWDR01VD,10.58052/IEWDR01U7,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,45.792427,-121.928947,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Carson,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-01-24,https://whondrs.pnnl.gov,regular URL
CM_052_RNA,10.58052/IEWDR01VE,10.58052/IEWDR01U7,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,45.792488,-121.92897,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_052_Sediment,10.58052/IEWDR01VF,10.58052/IEWDR01U7,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,45.792488,-121.92897,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_052_Water,10.58052/IEWDR01VG,10.58052/IEWDR01U7,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,45.792488,-121.92897,stream,Martha Creek,MART,N/A,In stream site,United States,Washington,Stabler,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Shetterly, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_056_RNA,10.58052/IEWDR01VH,10.58052/IEWDR01U8,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,32.96328,-87.40916,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_056_Sediment,10.58052/IEWDR01VI,10.58052/IEWDR01U8,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,32.96328,-87.40916,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_056_Water,10.58052/IEWDR01VJ,10.58052/IEWDR01U8,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,32.96328,-87.40916,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2022-12-05,https://whondrs.pnnl.gov,regular URL
CM_057_RNA,10.58052/IEWDR01VK,10.58052/IEWDR01U8,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,32.96176,-87.40821,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_057_Sediment,10.58052/IEWDR01VL,10.58052/IEWDR01U8,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,32.96176,-87.40821,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_057_Water,10.58052/IEWDR01VM,10.58052/IEWDR01U8,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,32.96176,-87.40821,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-02-06,https://whondrs.pnnl.gov,regular URL
CM_058_RNA,10.58052/IEWDR01VN,10.58052/IEWDR01U8,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,32.96156,-87.40832,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-04-04,https://whondrs.pnnl.gov,regular URL
CM_058_Sediment,10.58052/IEWDR01VO,10.58052/IEWDR01U8,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,32.96156,-87.40832,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-04-04,https://whondrs.pnnl.gov,regular URL
CM_058_Water,10.58052/IEWDR01VP,10.58052/IEWDR01U8,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,32.96156,-87.40832,stream,Mayfield Creek,MAYF,N/A,In stream site,United States,Alabama,Moundville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Amanda Jackson Mojica, 2023-04-04,https://whondrs.pnnl.gov,regular URL
CM_064_RNA,10.58052/IEWDR01VQ,10.58052/IEWDR01U9,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,33.6052817,-86.7497169,stream,Five Mile Creek,MP-101022,N/A,In stream site,United States,Alabama,Birmingham,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Corianne Tatariw, 2022-12-12,https://whondrs.pnnl.gov,regular URL
CM_064_Sediment,10.58052/IEWDR01VR,10.58052/IEWDR01U9,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,33.6052817,-86.7497169,stream,Five Mile Creek,MP-101022,N/A,In stream site,United States,Alabama,Birmingham,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Corianne Tatariw, 2022-12-12,https://whondrs.pnnl.gov,regular URL
CM_064_Water,10.58052/IEWDR01VS,10.58052/IEWDR01U9,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,33.6052817,-86.7497169,stream,Five Mile Creek,MP-101022,N/A,In stream site,United States,Alabama,Birmingham,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Corianne Tatariw, 2022-12-12,https://whondrs.pnnl.gov,regular URL
CM_066_RNA,10.58052/IEWDR01VT,10.58052/IEWDR01UA,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,44.640715,-68.445497,stream,Crawford Brook,SP-16,N/A,In stream site,United States,Maine,Ellworth,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),William McDowell, 2022-11-27,https://whondrs.pnnl.gov,regular URL
CM_066_Sediment,10.58052/IEWDR01VU,10.58052/IEWDR01UA,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,44.640715,-68.445497,stream,Crawford Brook,SP-16,N/A,In stream site,United States,Maine,Ellworth,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),William McDowell, 2022-11-27,https://whondrs.pnnl.gov,regular URL
CM_066_Water,10.58052/IEWDR01VV,10.58052/IEWDR01UA,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,44.640715,-68.445497,stream,Crawford Brook,SP-16,N/A,In stream site,United States,Maine,Ellworth,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),William McDowell, 2022-11-27,https://whondrs.pnnl.gov,regular URL
CM_068_RNA,10.58052/IEWDR01VW,10.58052/IEWDR01UB,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,30.1982931,-92.4631118,stream,Bayou Plaqemarine ,MP-102277,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_068_Sediment,10.58052/IEWDR01VX,10.58052/IEWDR01UB,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,30.1982931,-92.4631118,stream,Bayou Plaqemarine ,MP-102277,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_068_Water,10.58052/IEWDR01VY,10.58052/IEWDR01UB,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,30.1982931,-92.4631118,stream,Bayou Plaqemarine ,MP-102277,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_069_RNA,10.58052/IEWDR01VZ,10.58052/IEWDR01UC,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,40.66522,-111.84597,stream,Big Cottonwood Creek,MP-103975,N/A,In stream site,United States,Utah,Holladay,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alessandro Zanazzi, 2023-01-23,https://whondrs.pnnl.gov,regular URL
CM_069_Sediment,10.58052/IEWDR01W0,10.58052/IEWDR01UC,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,40.66522,-111.84597,stream,Big Cottonwood Creek,MP-103975,N/A,In stream site,United States,Utah,Holladay,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alessandro Zanazzi, 2023-01-23,https://whondrs.pnnl.gov,regular URL
CM_069_Water,10.58052/IEWDR01W1,10.58052/IEWDR01UC,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,40.66522,-111.84597,stream,Big Cottonwood Creek,MP-103975,N/A,In stream site,United States,Utah,Holladay,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alessandro Zanazzi, 2023-01-23,https://whondrs.pnnl.gov,regular URL
CM_070_RNA,10.58052/IEWDR01W2,10.58052/IEWDR01UD,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,43.71559,-72.41875,stream,White River,MP-100068,N/A,In stream site,United States,Vermont,West Hartford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Douglas Hardy, 2023-01-09,https://whondrs.pnnl.gov,regular URL
CM_070_Sediment,10.58052/IEWDR01W3,10.58052/IEWDR01UD,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,43.71559,-72.41875,stream,White River,MP-100068,N/A,In stream site,United States,Vermont,West Hartford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Douglas Hardy, 2023-01-09,https://whondrs.pnnl.gov,regular URL
CM_070_Water,10.58052/IEWDR01W4,10.58052/IEWDR01UD,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,43.71559,-72.41875,stream,White River,MP-100068,N/A,In stream site,United States,Vermont,West Hartford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Douglas Hardy, 2023-01-09,https://whondrs.pnnl.gov,regular URL
CM_071_RNA,10.58052/IEWDR01W5,10.58052/IEWDR01UE,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,40.989942,-96.20896,stream,Decker Creek,SP-17,N/A,In stream site,United States,Nebraska,Louisville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Firnaaz Ahamed, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_071_Sediment,10.58052/IEWDR01W6,10.58052/IEWDR01UE,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,40.989942,-96.20896,stream,Decker Creek,SP-17,N/A,In stream site,United States,Nebraska,Louisville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Firnaaz Ahamed, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_071_Water,10.58052/IEWDR01W7,10.58052/IEWDR01UE,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,40.989942,-96.20896,stream,Decker Creek,SP-17,N/A,In stream site,United States,Nebraska,Louisville,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Firnaaz Ahamed, 2023-04-03,https://whondrs.pnnl.gov,regular URL
CM_072_RNA,10.58052/IEWDR01W8,10.58052/IEWDR01UF,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,31.1355617,-96.8252242,stream,Brazos River,MP-102327,N/A,In stream site,United States,Texas,Eloise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),A. Peyton  Smith, 2023-01-16,https://whondrs.pnnl.gov,regular URL
